query_category,observed_market_region_codes,current_company,proposed_company,proposed_ownership_resolution_status,product_count
snacks,DACH|BENELUX|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,DACH|BENELUX|US_CANADA|NORDICS|FRANCE|UK_IE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,DACH|FRANCE,Aldi,Aldi,direct,1
beverages,DACH|US_CANADA,Other / not mapped to a company,Danone,direct,1
beverages,DACH|US_CANADA,The Coca-Cola Company,Other / not mapped to a company,unresolved,1
beverages,DACH|US_CANADA,Trader Joe's,Trader Joe's,direct,1
cereals,DACH|FRANCE|UK_IE,Mars,Mars,market_scoped,1
dairies,FRANCE,pladis,pladis,direct,1
dairies,FRANCE|BENELUX,Aldi,Aldi,direct,1
dairies,FRANCE|BENELUX,Arla,Arla,direct,1
dairies,FRANCE|BENELUX,Bel Group,Bel Group,direct,1
dairies,FRANCE|BENELUX,Danone,Danone,direct,1
dairies,FRANCE|BENELUX,Leader Price,Leader Price,direct,1
snacks,DACH|FRANCE,General Mills,General Mills,direct,1
snacks,DACH|FRANCE,Hema,Hema,direct,1
snacks,DACH|FRANCE|BENELUX,Haribo,Haribo,direct,1
beverages,US_CANADA,Lactalis,Lactalis,direct,1
dairies,FRANCE|BENELUX,Manual review / complex ownership,Les Mousquetaires / Intermarché,direct,1
dairies,FRANCE|BENELUX,Nestlé,Nestlé,direct,1
dairies,FRANCE|BENELUX,Netto,Netto,direct,1
dairies,FRANCE|BENELUX,Other / not mapped to a company,Bel Group,direct,1
cereals,FRANCE,FrieslandCampina,FrieslandCampina,direct,1
dairies,FRANCE,Other / not mapped to a company,Kraft Heinz,direct,1
dairies,FRANCE,Other / not mapped to a company,Mondelēz International,direct,1
dairies,FRANCE,Perfetti Van Melle,Perfetti Van Melle,direct,1
snacks,DACH|FRANCE|BENELUX|SOUTHERN_EUROPE,Nestlé,Other / not mapped to a company,unresolved,1
snacks,DACH|FRANCE|SOUTHERN_EUROPE,Mars,Mars,direct,1
snacks,DACH|BENELUX|NORDICS|FRANCE|UK_IE,Mars,Mars,direct,1
snacks,DACH|BENELUX|NORDICS|FRANCE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,DACH|BENELUX|NORDICS|FRANCE|UK_IE|SOUTHERN_EUROPE,General Mills,General Mills,direct,1
snacks,DACH|BENELUX|NORDICS|FRANCE|UK_IE|SOUTHERN_EUROPE,Lindt & Sprüngli,Lindt & Sprüngli,direct,1
snacks,DACH|NORDICS|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,DACH|FRANCE|SOUTHERN_EUROPE,Nestlé,Nestlé,market_scoped,1
snacks,DACH|FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Lidl,direct,1
snacks,DACH|FRANCE|SOUTHERN_EUROPE|BENELUX,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,DACH|FRANCE|SOUTHERN_EUROPE|BENELUX|UK_IE,Mondelēz International,Mondelēz International,direct,1
snacks,DACH|FRANCE|SOUTHERN_EUROPE|BENELUX|UK_IE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,DACH|FRANCE|SOUTHERN_EUROPE|UK_IE,Mars,Mars,direct,1
snacks,DACH|FRANCE|SOUTHERN_EUROPE|UK_IE,Mondelēz International,Mondelēz International,direct,1
snacks,DACH|FRANCE|SOUTHERN_EUROPE|UK_IE,Nestlé,Nestlé,direct,1
snacks,DACH|FRANCE|SOUTHERN_EUROPE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,DACH|FRANCE|UK_IE,Haribo,Haribo,direct,1
snacks,DACH|FRANCE|UK_IE,Lindt & Sprüngli,Lindt & Sprüngli,direct,1
snacks,DACH|FRANCE|UK_IE,Lindt & Sprüngli,Other / not mapped to a company,unresolved,1
snacks,DACH|FRANCE|UK_IE,Other / not mapped to a company,Lindt & Sprüngli,direct,1
snacks,DACH|FRANCE|US_CANADA,Mars,Mars,direct,1
snacks,DACH|FRANCE|BENELUX,Alnatura,Alnatura,direct,1
beverages,DACH|BENELUX|FRANCE|NORDICS,The Coca-Cola Company,The Coca-Cola Company,direct,1
snacks,DACH|NORDICS|FRANCE|BENELUX|SOUTHERN_EUROPE,Nestlé,Nestlé,direct,1
snacks,DACH|NORDICS|FRANCE|SOUTHERN_EUROPE,Ferrero,Ferrero,direct,1
snacks,DACH|NORDICS|UK_IE,Mars,Mars,direct,1
snacks,DACH|NORDICS|UK_IE,Mars,Mars,market_scoped,1
snacks,DACH|NORDICS|UK_IE,Other / not mapped to a company,Mars,direct,1
beverages,US_CANADA,Andros,Andros,direct,1
beverages,US_CANADA,Asda,Other / not mapped to a company,unresolved,1
dairies,FRANCE,Tropicana Brands Group,Tropicana Brands Group,direct,1
dairies,FRANCE,Unilever Foods,Unilever Foods,direct,1
dairies,FRANCE,Les Mousquetaires / Intermarché,Manual review / complex ownership,manual_review,1
dairies,FRANCE,Manual review / complex ownership,Post Holdings,direct,1
cereals,DACH|UK_IE,PepsiCo,PepsiCo,direct,1
beverages,US_CANADA,Coop,Coop,direct,1
beverages,US_CANADA,Danone,Other / not mapped to a company,unresolved,1
beverages,US_CANADA,General Mills,General Mills,direct,1
snacks,DACH|SOUTHERN_EUROPE|NORDICS|UK_IE,PepsiCo,PepsiCo,direct,1
snacks,DACH|SOUTHERN_EUROPE|UK_IE,Mondelēz International,Mondelēz International,market_scoped,1
snacks,DACH|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Lindt & Sprüngli,direct,1
snacks,DACH|SOUTHERN_EUROPE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,DACH|UK_IE,Haribo,Haribo,direct,1
cereals,DACH|UK_IE,Post Holdings,Post Holdings,direct,1
cereals,DACH|UK_IE|US_CANADA,Manual review / complex ownership,Manual review / complex ownership,manual_review,1
cereals,FRANCE,Ahold Delhaize,Ahold Delhaize,direct,1
dairies,FRANCE,Leader Price,Manual review / complex ownership,manual_review,1
