country_or_market,observed_market_region_codes,category,raw_brand_variants,normalized_brand_candidate,total_product_count,example_product_names,alias_review_decision,approved_normalized_brand,review_reason,mapping_source
France,FRANCE,snacks,bjorg; bjorg bio nutri +,bjorg,129,Petit fourré myrtille | Sablé Sarrasin chocolat | Le Cookie Chocolat Noisette | Bio Nutri+ P'tit nature complet | Petit nature complet,approve_alias,bjorg,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
United States,US_CANADA,snacks,target brands inc; target; target corporation; target brands; target corp; target corporatin,target,129,"Classic house gingerbread kit | Animal Crackers | Peppermint Candy Cones | Target, candy canes, hot cocoa | Target, giant sugar cookie decorating kit",approve_alias,target,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=81; heuristic=31
France,FRANCE,beverages,pages; pages infusion bio menthe cultivee en france,pages,126,sirop de cassis | Sirop de mures Pages | Sirop de Verveine | thé noir | Infusion bio fenouil,approve_alias,pages,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
United Kingdom,UK_IE,beverages,sainsbury's; sainsburys,sainsbury's,125,Lemonade Juice Drink | Bordeaux Claret | Apple juice from concentrate | Red Label Tea Bags | Red Label Tea Bags 240,approve_alias,sainsbury's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=106
United States,US_CANADA,dairies,dannon; dannon light + fit; dannon light and fit; dannon light; dannon light+fit,dannon,124,Light and Fit Greek Pumpkin Pie Yogurt | Lowfat yogurt | Coffee lowfat yogurt | Low Fat Yogurt Strawberry | Peach yogurt,approve_alias,dannon,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=23
France,FRANCE,snacks,pasquier; pasquier inter,pasquier,124,Pains au lait | Briochettes | Pains au chocolat | Pain au lait | pains au lait BIO Pasquier,approve_alias,pasquier,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
France,FRANCE,snacks,les 3 meuniers; les 3 meuniers leclerc; les-3-meuniers,les 3 meuniers,123,Chausson aux pommes pur beurre | Croissants au beurre | 2 pains chocolat au beurre aop | Mini pains aux raisins | Pains au chocolat,approve_alias,les 3 meuniers,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=2
France,FRANCE,dairies,chene d'argent; chene d'argent lidl; chene dargent; chene d argent; chene d 'argent,chene d'argent,119,Mélange de fromages râpés | camembert | Fromage de chevre buche | Fromage de chèvre | Petit Brie,approve_alias,chene d'argent,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=27; heuristic=14
United States,US_CANADA,dairies,harris teeter; harris teeter organics; harris teeter carbmaster,harris teeter,118,"Sour cream | Colby Jack Cheese Slices | Greek nonfat yogurt, strawberry | Nonfat greek yogurt, blueberry | Nonfat greek yogurt, vanilla",approve_alias,harris teeter,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=5
United States,US_CANADA,dairies,hy-vee; hyvee; hy-vee inc; hy-vee select,hy-vee,118,Hy vee extra creamy whipped topping | Sharp Cheddar Cheese | Reduced fat sharp cheddar finely shredded cheese | Fat free feta crumbled cheese | Havarti Cheese Slices,approve_alias,hy-vee,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=89; brand_alias_mapping=81
United States,US_CANADA,dairies,h-e-b; heb; h-e-b organics; h-e-b natural cheese; h.e.b; h-e-b mootopia; h-e-b deli cheese shop; h-e-b select ingredients,h-e-b,117,Mozzarella | Cottage Cheese Small Curd | Cheese Sticks Mozzarella | Colby and Monterey Jack 2% | String cheese,approve_alias,h-e-b,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=38; heuristic=31
United States,US_CANADA,snacks,ghirardelli; ghirardelli chocolate company; ghirardelli chocolate co,ghirardelli,115,"Double chocolate premium brownie mix, double chocolate | Brownie mix | Premium cookie mix | Ghirardelli dark chocolate premium cake mix | DARK CHOCOLATE SEA SALT CARAMEL",approve_alias,ghirardelli,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=33
France,FRANCE,snacks,la boulangere; la boulangere b 'vegan; la boulangere bio,la boulangere,114,Pains au lait | brioche tranchée Bio | Croissant | Brioche Tressée | Bizz Maxi choco,approve_alias,la boulangere,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=3
France,FRANCE,dairies,bio village; biovillage,bio village,113,Beurre moulé demi-sel | Fromage frais nature | Bûche de chèvre | Feta Aop | Fromage à tartiner Nature,approve_alias,bio village,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=9
France,FRANCE|DACH,dairies,milbona; lidl milbona; milbona lidl,milbona,113,Schoko Drink | Milkshake chocolat | Skyr to go Vanille | Parmigiano Reggiano | Skyr - Framboise,approve_alias,milbona,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=61
France,FRANCE,dairies,campagne de france; campagne de france - la cooperation latiere; campagne de france - la cooperative laitiere,campagne de france,112,La coopérative laitière | Fromage Frais bio battu de Normandie | Fromage frais nature | fromage frais nature | Saint Nectaire,approve_alias,campagne de france,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=2
France,FRANCE,cereals,celnat; celnat s.a,celnat,112,Gros flocons d\'avoine | Crunchy chocolat noir | Flocons RIZ | Muesli gourmand | Muesli etudiant,approve_alias,celnat,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
Belgium,BENELUX|FRANCE,dairies,delhaize; delhaize 365; delhaize bio,delhaize,112,Comté AOP | Lait AA Demi-écrémé | Lait entier | Lait demi-écrémé | Lait demi-écrémé kids,approve_alias,delhaize,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=9
France,FRANCE,beverages,perrier; perrier and juice,perrier,112,Perrier Citron | Perrier et jus ananas et mangue | Perrier | Eau Pétillante Citron | Eau Arôme Naturel Pamplemousse Rose,approve_alias,perrier,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
United States,US_CANADA,beverages,polar corporation; polar; polar seltzer; polar beverages,polar,112,Polar mermaid songs natural jr seltzer water | Natural Selzer Black Cherrry | test | Seltzer'ade | Seltzer,approve_alias,polar,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=57; brand_alias_mapping=3
France,FRANCE,cereals,grillon d'or; grillon dor,grillon d'or,111,Muesli fruit | Muesli noix | Granola | Krounchy duo chocolat | Flocons d'avoine sans gluten,approve_alias,grillon d'or,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=4
France,FRANCE,snacks,valrhona; valrhona abinao,valrhona,107,"Valrhona El Pedregal Porcelana Dark Chocolate Bar | Initiation Grand Crus : Guanaia, Alpaco, Jigara | Celaya - Boisson chocolatée | Lait Jivara 40% | Lait Tanariva 33%",approve_alias,valrhona,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
United States,US_CANADA,snacks,herr's; herrs,herr's,106,Mozzarella Sticks & Marinara | SOUR CREAM & FRENCH ONION | Popcorn | Fire roasted sweet corn popcorn | Carolina Reaper Flavored Cheese Curls,approve_alias,herr's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=6
France,FRANCE,snacks,biscuiterie de l'abbaye; biscuiterie de l abbaye; biscuiterie de labbaye,biscuiterie de l'abbaye,105,"Biscuits au beurre | Les sablés de l’abbaye | Les Sablés De L'abbaye Au Beurre D'isigny Aoc, La Boite De | Le Sablé De L'abbaye | Les Sablés D'antan (offre Spéciale). 2x175g",approve_alias,biscuiterie de l'abbaye,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=36
France,FRANCE,dairies,la fermiere; la fermiere de chichery,la fermiere,105,"My smoothie Yogurt, fraise-cassis | Le crémeux Vanille | La Fermiere Yaourt Nature au lait entier | 140G Yaourt Nature Pot Gres La Fermiere | Yaourt bicouche mûre myrtille",approve_alias,la fermiere,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
United States,US_CANADA,beverages,lipton; lipton black tea,lipton,105,"Lipton, Diet Mixed Berry Green Tea | lemon Ice tea | GREEN TEA CITRUS | Green Tea Zero Sugar | Lipton te frio",approve_alias,lipton,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
France,FRANCE,beverages,twinings; twinings of london; twinings tm of london,twinings,105,Earl Grey tea | Twinings Thé vert menthe intense | Twinings poire miel cannelle | Ceylon Orange Pekoe Tea | Thé citron intense,approve_alias,twinings,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=6
France,FRANCE,beverages,volvic; volvic infusion bio,volvic,105,volvic | Volvic natural spring water | Volvic juicy | Eau minérale narurelle | Eau minerale naturelle,approve_alias,volvic,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
United States,US_CANADA,dairies,borden; borden inc; borden plus; borden singles sensations,borden,104,Salted butter | 1% Lowfat Milk | Chocolate Lowfat Milk | String Cheese Low-Moisture Part-Skim Mozzarella Cheese | Medium cheddar cheese,approve_alias,borden,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=9
United States,US_CANADA,snacks,larabar; larabar - cashew cookie; larabar kids,larabar,102,Mint Chip Brownie Bar | Apple Pie Bars | Banana Chocolate Chip Bars | Almond Butter Chocolate Chip Bars | Chocolate Brownie Kids Bar,approve_alias,larabar,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=2
France,FRANCE,beverages,gilbert; gilbert et gaillard,gilbert,101,Pur jus de pomme | Jus d'orange à base de concentré | Pur jus d'orange | Sirop grenadine | Cappucino en poudre,approve_alias,gilbert,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
United States,US_CANADA,cereals,meijer; meijer inc,meijer,101,"Meijer, instant oatmeal, cinnamon roll | Meijer, instant oatmeal, strawberries & cream, strawberries & cream | Instant Oatmeal Peaches & Cream Flavor | Meijer, instant oatmeal, maple & brown sugar, maple & brown sugar | Instant Oatmeal",approve_alias,meijer,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=69
United States,US_CANADA,snacks,quaker; quaker oats; quaker chewy; quaker chewy dipps,quaker,101,"Instant oatmeal | Quaker, Soft Baked Cookies, Oatmeal, Raisin, Oatmeal, Raisin | Soft Baked Cookies, Chocolate, Almond | Quaker, Crispy Cookies, Chocolate Chip, Chocolate Chip | Quaker, Crispy Cookies, Peanut Butter, Peanut Butter",approve_alias,quaker,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=25
France,FRANCE,dairies,vrai; vrai c 'est ma nature,vrai,101,yaourt bio au lait de brebis nature. | Fromage blanc | Crème fraiche bio de Normandie | Yaourt au lait de chèvre | Fromage blanc au lait de brebis,approve_alias,vrai,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
United States,US_CANADA,snacks,clancy's; clancy's aldi; clancys,clancy's,99,"Pretzels filled with peanut butter, peanut butter | Popcorn Chips white cheddar | Pub Style Pretzels | Sea salt, veggie straws | Dill Pickle Popcorn",approve_alias,clancy's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=7; heuristic=6
France,FRANCE,snacks,lotus; lotus since 1932,lotus,99,Speculos | Speculoos | Biscoff Chocolat noir | Gauffres fourrées | Madeleines pur beurre fourrées au chocolat,approve_alias,lotus,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
United States,US_CANADA,snacks,oreo; oreo double stuf; oreo selena gomez,oreo,99,OREO Muddy Buddies Cookies & Cream | Oreo | Orea Candy Canes | Oreo holiday chocolate cookie house | WHITE FUDGE COVERED SANDWICH COOKIES,approve_alias,oreo,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=2
United States,US_CANADA,beverages,v8; v8 splash; v8 energy; v8 +energy,v8,99,"Splash | Low Sodium 100% Vegetable Juice | Original 100% Vegetable Juice | 100% Vegetable Juice, Original | V8 100% juice",approve_alias,v8,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=11
France,FRANCE,beverages,nescafe; nescafe dolce gusto; nescafe selection; nescafe gold,nescafe,98,Nescafe encore | café spécial filtre doux et fruité | Nescafe 3 en 1 | NESCAFE CLASSIC 100G TIN EXP 10 / 18 (GR) | Nescafé sélection corsé et intense,approve_alias,nescafe,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=17; heuristic=2
United States,US_CANADA,dairies,sargento; sargento foods inc; sargento tastings,sargento,98,Reduced fat sharp cheddar cheese stick | Sliced Gouda Cheese | Sliced Muenster Cheese | Sharp Cheddar Sliced Cheddar Cheese | Medium Cheddar Sliced Cheddar Cheese,approve_alias,sargento,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=6
France,FRANCE,dairies,bonneterre; bonneterre et compagnie,bonneterre,97,tomme de brebis du Larzac | Emmental | Lait Stérilisé UHT 1/2 Écrémé | Lait Sterilise Uht Ecreme | Lait stérilisé UHT Entier,approve_alias,bonneterre,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
United States,US_CANADA,snacks,giant; giant eagle inc; giant brand; giant roasters; giant snacks inc; giant value,giant,97,"Marshmallow Swirloop Candy, Marshmallow Swirlpop | Lollipops Pop Set | Rice Cakes | Giant bridge brand, prawn crackers | Wafer cookies",approve_alias,giant,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=15
United States,US_CANADA,snacks,nabisco; nabisco - good thins,nabisco,97,Mini Chips Ahoy! | Cookies-Single Serve Big Bag 1X3 Oz | Premium crackers whole grain 500x0.24 oz | wheat Thins | Mini Chips Ahoy! Cookies,approve_alias,nabisco,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
United States,US_CANADA,snacks,utz; utz quality foods inc; utz heluvagood,utz,97,"Potato Chips | Honey barbeque flavored potato chips, honey barbeque | Carolina style potato chips | Utz, potato chips, bar-b-q | Barbeque flavored potato chips, barbeque",approve_alias,utz,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=17
France,FRANCE,beverages,red bull; redbull,red bull,96,THE YELLOW EDITION Tropical ENERGY DRINK | Boisson énergisante Sans Sucre | Red Bull | Red bull | RedBull energy drink,approve_alias,red bull,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=14
France,FRANCE,dairies,galbani; galbani professionale; galbani santa lucia,galbani,95,Mozzarella boule | Fromage mozzarella | mozzarella | parmigiano reggiano Galbani | ricotta,approve_alias,galbani,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=9
