country_or_market,observed_market_region_codes,category,normalized_brand_candidate,raw_brand_variant_count,raw_brand_variants,raw_brand_variant_counts,total_product_count,example_product_names,mapping_reason,mapping_source,row_decisions,review_note
United States,US_CANADA,beverages,dunkin' donuts,2,dunkin' donuts; dunkin donuts,dunkin' donuts=196; dunkin donuts=1,197,"Dunkin donuts milk chocolate hot cocoa flavored mix k cup pods | Hot Cocoa | Dunkin' Donuts, Buttery Toffee Nut Swirl Iced Coffee, Small | Dunkin' Donuts, Sweet Tea, Raspberry, Large | Dunkin' Donuts, Frozen Vanilla Chai, Small",punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE,beverages,nestle,11,nestle; nestle nesquik; nestle nespresso; nestle norge; nestle dessert; nestle health energie; nestle health science; nestle milo; nestle la laitiere; nestle nestum; nestle pure life,nestle=159; nestle nesquik=14; nestle nespresso=10; nestle norge=2; nestle dessert=1; nestle health energie=1; nestle health science=1; nestle milo=1; nestle la laitiere=1; nestle nestum=1; nestle pure life=1,192,RICORE | ricore capuccino | Ricore | Nescafé Ricoré | Ricore au lait,existing_confirmed_alias=231,brand_alias_mapping=231,,
France,FRANCE,snacks,ker cadelac,2,ker cadelac; ker cadelac kids,ker cadelac=190; ker cadelac kids=1,191,madeleines extra moelleuses | Palet bretons pur beurre | Ker Cadelac Palets Breton Barquette | 26 P'tites Madeleines | Madeleines,existing_confirmed_alias=1,brand_alias_mapping=1,,
United Kingdom,UK_IE,dairies,morrisons,5,morrisons; morrisons savers; morrison's; morrisons morrisons; morrisons best,morrisons=181; morrisons savers=4; morrison's=2; morrisons morrisons=2; morrisons best=1,190,Low Fat Greek Style Yoghurt | Reduced fat mature cheese | Devonshire Farmhouse Yoghurt | Extra Mature Cheddar | Bleu d'Auvergne,existing_confirmed_alias=7; repeated_prefix_collapsed=4; punctuation_spacing_variant=3,heuristic=7; brand_alias_mapping=7,,
France,FRANCE,dairies,mamie nova,2,mamie nova; mamie nova gourmand,mamie nova=189; mamie nova gourmand=1,190,Tiramisu cappuccino | Gourmand le yaourt | yaourt gourmand mandarine citron vert | Yaourt fraises | Yaourt gourmand Citron Lemon curd,existing_confirmed_alias=1,brand_alias_mapping=1,,
United States,US_CANADA,snacks,wegmans,6,wegmans; wegmans food markets inc; wegmans organic; wegman's; wegmans food markets; wegmans food mkts,wegmans=153; wegmans food markets inc=18; wegmans organic=12; wegman's=2; wegmans food markets=2; wegmans food mkts=1,188,"Dark Chocolate | Buffalo Style Flavored Sourdough Pretzels, Buffalo Style | Honey Mustard Flavored Sourdough Pretzels Pieces, Honey Mustard | Brown Sugar Cinnamon Flavored Sourdough Pretzel Pieces, Brown Sugar Cinnamon | Original Natural Smoke Beef Jerky, Original Beef",existing_confirmed_alias=111; punctuation_spacing_variant=3,brand_alias_mapping=111; heuristic=3,,
France,FRANCE,dairies,lactel,3,lactel; lactel professionnel; lactel max,lactel=185; lactel professionnel=2; lactel max=1,188,"Matin léger | demi écrémé | Lait demi-écrémé (1,2 % MG) | Lait Entier | Lait entier lactel",existing_confirmed_alias=3,brand_alias_mapping=3,,
United States,US_CANADA,snacks,ahold,2,ahold; ahold licensing sarl,ahold=186; ahold licensing sarl=2,188,"Plain Rice Cakes | 12 Candy Canes | Greenbrier international, candy, natural peppermint flavor | Hard Candy With Chewy Centres | Starlights Sweet Swirled Hard Candy",existing_confirmed_alias=2,brand_alias_mapping=2,,
France,FRANCE,beverages,la vie claire,2,la vie claire; la vie claire la vie claire,la vie claire=187; la vie claire la vie claire=1,188,Thé vert prestige-mélange des fêtes | Amande sans sucres | Lait d'amande nature sans sucre | 100 % pur jus pomme | 100% pur jus ananas,repeated_prefix_collapsed=1,heuristic=1,,
United Kingdom,UK_IE,snacks,morrisons,6,morrisons; morrisons the best; morrison's; morrisons baker's; morrisons cake shop; morrisons cake shop on market street,morrisons=176; morrisons the best=6; morrison's=1; morrisons baker's=1; morrisons cake shop=1; morrisons cake shop on market street=1,186,Fruit scones | 4 plain scones | Triple Chocolate Cookies | Caramelised Biscuits Cake | Belgian Chocolate Cake Slice,existing_confirmed_alias=9; punctuation_spacing_variant=3,brand_alias_mapping=9; heuristic=3,,
United Kingdom,UK_IE,snacks,sainsbury's,5,sainsbury's; sainsburys; sainsbury's sainsburys; sainsbury's basics; sainsbury's little ones,sainsbury's=141; sainsburys=38; sainsbury's sainsburys=3; sainsbury's basics=2; sainsbury's little ones=1,185,3 Caramel Shortcake Slices | Shorties | Spicy Thai Style Crackers | Time to Party Triple Layer Chocolate Cake | All Butter Croissants,punctuation_spacing_variant=106; repeated_prefix_collapsed=7; existing_confirmed_alias=4,heuristic=113; brand_alias_mapping=4,,
United States,US_CANADA,dairies,wegmans,7,wegmans; wegmans organic; wegmans food markets inc; wegman's; wegmans greek; wegmans hi-pro; wegmans italian classics,wegmans=149; wegmans organic=20; wegmans food markets inc=7; wegman's=1; wegmans greek=1; wegmans hi-pro=1; wegmans italian classics=1,180,"Fat Free Milk | Hi-Pro whole milk | Lite Whipped Topping | Hatch Chili Cheese Spread, Hatch Chili | Cannoli Dip With Chocolate Chips, Cannoli With Chocolate Chips",existing_confirmed_alias=111; punctuation_spacing_variant=3,brand_alias_mapping=111; heuristic=3,,
France,FRANCE,dairies,candia,3,candia; candia viva; candia baby,candia=173; candia viva=4; candia baby=2,179,Candy’Up | Grandlait | Lait Viva | Candy'up | le lait de ma région,existing_confirmed_alias=6,brand_alias_mapping=6,,
France,FRANCE,beverages,nespresso,3,nespresso; nespresso france; nespresso variations italia,nespresso=176; nespresso france=1; nespresso variations italia=1,178,Fortado | Arpaggio | Cocoa Truffle | Linizio Lungo | Volute decaffeinato,existing_confirmed_alias=2,brand_alias_mapping=2,,
United States,US_CANADA,snacks,kind,12,kind; kind protein max; kind minis; kind inc; kind chewy; kind breakfast protein; kind breakfast; kind kids; kind llc; kind protein; kind thins; kind zero,kind=160; kind protein max=3; kind minis=3; kind inc=3; kind chewy=1; kind breakfast protein=1; kind breakfast=1; kind kids=1; kind llc=1; kind protein=1; kind thins=1; kind zero=1,177,"Chocolate Chunk Energy Bar, Chocolate Chunk | Simple Crunch Peanut Butter Granola Bars | Fruit & Nut Bar, Almond & Apricot | Almond & Coconut | Kind Cranberry Almond With Almonds",existing_confirmed_alias=17,brand_alias_mapping=17,,
France,FRANCE,beverages,joker,2,joker; joker le pur jus,joker=176; joker le pur jus=1,177,Jus Orange Joker | Le pur jus | Jus d'orange sans pulpe | Jus d'orange | Joker le fruit,existing_confirmed_alias=1,brand_alias_mapping=1,,
United Kingdom,UK_IE,snacks,waitrose,7,waitrose; waitrose and partners; waitrose christmas; waitrose essential; waitrose no 1; waitrose no. 1; waitrose no1,waitrose=166; waitrose and partners=3; waitrose christmas=1; waitrose essential=1; waitrose no 1=1; waitrose no. 1=1; waitrose no1=1,174,Hand Cooked Sea Salt Crisps | Crisps and tangy | Salt and malt vinegar crisps | Cheese and onion crisps | Ready salted potato crisps,existing_confirmed_alias=23,brand_alias_mapping=23,,
France,FRANCE,snacks,gerble,2,gerble; gerble bio,gerble=172; gerble bio=1,173,Biscuit muesli avoine Gerblé | biscuit chocolat noir | Biscuit son d avoine | Biscuits saveur coco | Crousti’pause choco noisette,existing_confirmed_alias=1,brand_alias_mapping=1,,
France,FRANCE,dairies,entremont,4,entremont; entre mont; entremont degustation; entremont entremont,entremont=163; entre mont=1; entremont degustation=1; entremont entremont=1,166,comté | COMTĖ | Emmental Français | Comté | L'Emmental français extra fin,punctuation_spacing_variant=1; existing_confirmed_alias=1; repeated_prefix_collapsed=1,heuristic=2; brand_alias_mapping=1,,
United States,US_CANADA,snacks,lance,4,lance; lance snyder's-lance inc; lance manufacturing llc; lance mfg. llc,lance=124; lance snyder's-lance inc=40; lance manufacturing llc=1; lance mfg. llc=1,166,"Lance, toasty crackers, real peanut butter, real peanut butter | Cookies, rich vanilla creme | Lance, nip chee crackers, cheddar cheese, cheddar cheese | Lance, toast chee, crackers, peanut butter, peanut butter | Lance, captain's wafers, sandwich crackers, cream cheese & chives, cream cheese & chives",existing_confirmed_alias=42,brand_alias_mapping=42,,
United States,US_CANADA,beverages,jamba juice,2,jamba juice; jamba juice company,jamba juice=161; jamba juice company=2,163,"Jamba Juice, Acai Super Antioxidant Smoothie, Medium | Jamba Juice, Strawberry Whirl Smoothie, Small | Jamba Juice, Orange Berry Antioxidant, 27 Fl Oz | Jamba Juice, Purely Orange, 16 Fl Oz | Jamba Juice, Great Greens, 16 Fl Oz",existing_confirmed_alias=2,brand_alias_mapping=2,,
United States,US_CANADA,snacks,clif,6,clif; clif bar and company; clif kid; clif builders; clif z bar; clif zbar,clif=106; clif bar and company=47; clif kid=5; clif builders=1; clif z bar=1; clif zbar=1,161,"Salted caramel nut organic trail mix bars, salted caramel nut | Blueberry Almond Crisp | COOKIES & CREME ENERGY BAR | Builders Protein Bar | minis snack-size energy bar",existing_confirmed_alias=55,brand_alias_mapping=55,,
France,FRANCE,dairies,nos regions ont du talent,2,nos regions ont du talent; nos regions ont du talent 3 x 35 g,nos regions ont du talent=160; nos regions ont du talent 3 x 35 g=1,161,comté | comté affiné 10 mois minimum | Quart Maroilles | Emmental label rouge | Camembert de Normandie AOP,existing_confirmed_alias=1,brand_alias_mapping=1,,
France,FRANCE,beverages,franprix,2,franprix; franprix bio,franprix=157; franprix bio=3,160,Franprix café de Colombie 18 dosettes | Cafe ethiopie | Capsules expresso | Capsules Lungo | Thé vert au jasmin,existing_confirmed_alias=8,brand_alias_mapping=8,,
France,FRANCE,beverages,innocent,2,innocent; innocent 123 soleil,innocent=158; innocent 123 soleil=1,159,"pastèque, framboise, pomme & citron vert | Pur Jus Orange et mangue | super smoothie | Innocent pur jus de fruit pressé 100% orange sanguine de sicile | Jus orange sans pulpe",existing_confirmed_alias=1,brand_alias_mapping=1,,
United Kingdom,UK_IE,snacks,haribo,2,haribo; haribo uk,haribo=157; haribo uk=1,158,Jelly Babies | Mao Croqui Fruits Rouges | Sweet or sour | Haribo Starmix | Haribo Easter-Mix,existing_confirmed_alias=1,brand_alias_mapping=1,,
United States,US_CANADA,snacks,hy-vee,4,hy-vee; hy-vee inc; hyvee; hy-vee select,hy-vee=93; hy-vee inc=38; hyvee=23; hy-vee select=3,157,"Original potato chips | Whole Grain Rice Cakes White Cheddar | Saltine crackers, saltine | White cheddar flavored baked cheese crackers, white cheddar | Milk Chocolate Raisins",punctuation_spacing_variant=89; existing_confirmed_alias=81,heuristic=89; brand_alias_mapping=81,,
United States,US_CANADA,snacks,kroger,2,kroger; kroger protein,kroger=155; kroger protein=1,156,"Lemon Poppy Seed Muffins topped with coarse sugar | Fig bar | Ginger snaps cookies | Vanilla Wafer Cookies | Reduced Fat Wafers, Vanilla",existing_confirmed_alias=1,brand_alias_mapping=1,,
United States,US_CANADA,snacks,cadbury,2,cadbury; cadbury dairy milk,cadbury=152; cadbury dairy milk=3,155,"Mini Milk Chocolate Caramel Eggs | Dairy Milk Chocolate | Royal Solid Dark Chocolate | Royal Dark Chocolate, Caramel & Sea Salt | ROYAL DARK DARK CHOCOLATE",existing_confirmed_alias=3,brand_alias_mapping=3,,
France,FRANCE,beverages,bio,22,bio village marque repere; bio; bio naturae; bio frutti; bio les coeurs; bio delice; bio company; bio today; bio elegance; bio and fresh ikea; bio cambresis; bio brasseur sas; bio atlantic; bio conseil; bio leader price; bio jus; bio groupe; bio lutin; bio regain; bio nuit paisible; bio village leclerc; bio wise,bio village marque repere=109; bio=10; bio naturae=5; bio frutti=4; bio les coeurs=4; bio delice=3; bio company=2; bio today=2; bio elegance=2; bio and fresh ikea=1; bio cambresis=1; bio brasseur sas=1; bio atlantic=1; bio conseil=1; bio leader price=1; bio jus=1; bio groupe=1; bio lutin=1; bio regain=1; bio nuit paisible=1; bio village leclerc=1; bio wise=1,154,"Bio Sojadrink Naturell Mit Calcium | Eau de coco bio, 50 | Agidra Pur jus de carotte bio La bouteille | tisane minceur | Jus bio mandarine",existing_confirmed_alias=402,brand_alias_mapping=402,,
United States,US_CANADA,dairies,meijer,3,meijer; meijer inc; meijer distribution inc,meijer=144; meijer inc=6; meijer distribution inc=4,154,Party cheese | Sharp Cheddar | Pasteurized process cheese snack | Organic monterey jack cheese | Organic mild cheddar cheese,existing_confirmed_alias=75,brand_alias_mapping=75,,
United Kingdom,UK_IE,snacks,aldi,10,aldi; aldi specially selected; aldi snackrite; aldi dairyfine; aldi - bon appetit; aldi -dairyfine; aldi everyday essentials; aldi choceur milk hazlenut; aldi mamia; aldi uk,aldi=124; aldi specially selected=13; aldi snackrite=7; aldi dairyfine=3; aldi - bon appetit=1; aldi -dairyfine=1; aldi everyday essentials=1; aldi choceur milk hazlenut=1; aldi mamia=1; aldi uk=1,153,100% WALKERS GREAT BRITISH POTATOES LEGENDARY READ | Aldi Snackrite Salt & Vinegar Crisps | Racer | 6 Coconut Macaroons | Cucina Lemon Biscotti,existing_confirmed_alias=42,brand_alias_mapping=42,,
France,FRANCE,dairies,Carrefour Bio,6,carrefour bio; carrefour bio carrefour; carrefour carrefour bio; bio carrefour; carrefour bio bio c carrefour; carrefour bio carrefour groupe carrefour,carrefour bio=83; carrefour bio carrefour=64; carrefour carrefour bio=3; bio carrefour=1; carrefour bio bio c carrefour=1; carrefour bio carrefour groupe carrefour=1,153,Lait bio | Crème Dessert Vanille | Emmental français | Emmental au lait cru | Emmental Français,curated_private_label_mapping_confirm=450,curated_private_label_mapping=450,approve_alias=153,
United States,US_CANADA,snacks,nature valley,5,nature valley; nature valley general mills; nature valley crunchy; nature valley protein; nature valley sweet and salty nut,nature valley=148; nature valley general mills=2; nature valley crunchy=1; nature valley protein=1; nature valley sweet and salty nut=1,153,"Oats 'n Honey Crunchy Granola bar | Layered Granola Nut Bars, Almond Butter Chocolate | Nature Valley Sweet & Salty Nut Salted Caramel Chocolate | Granola Cups, Peanut Butter Chocolate | Peanut Butter Layered Granola Nut Bars, Peanut Butter Chocolate",existing_confirmed_alias=5,brand_alias_mapping=5,,
United Kingdom,UK_IE,dairies,waitrose,4,waitrose; waitrose and partners; waitrose duchy organic; waitrose no 1,waitrose=144; waitrose and partners=5; waitrose duchy organic=2; waitrose no 1=1,152,Mature farmhouse cheddar | Reblochon de Savoie AOP Louis Capt | Reblochon de Savoie | Authentic Cut Parmigiano Reggiano | Twisca ewe's milk gouda,existing_confirmed_alias=20,brand_alias_mapping=20,,
United States,US_CANADA,cereals,quaker,3,quaker; quaker oats; quaker life,quaker=129; quaker oats=19; quaker life=3,151,Cruesli lait | Organic Instant Oatmeal Original | Organic Instant Oatmeal Maple & Brown Sugar | Quaker oatmeal squares cereal cinnamon | Crunchy corn cereal,existing_confirmed_alias=25,brand_alias_mapping=25,,
United States,US_CANADA,snacks,snyder's of hanover,3,snyder's of hanover; snyders of hanover; snyder's snyder's of hanover,snyder's of hanover=148; snyders of hanover=2; snyder's snyder's of hanover=1,151,"Pretzel pieces sour cream & caramelized onion | Mini Pretzels | Sticks Pretzels | Pretzel pieces, bacon cheddar | Snyder's of hanover, sourdough hard pretzel pieces, jalapeno, jalapeno",punctuation_spacing_variant=2; repeated_prefix_collapsed=1,heuristic=3,,
United States,US_CANADA,beverages,trader joe's,3,trader joe's; trader joes; trader joe's trader joes,trader joe's=136; trader joes=14; trader joe's trader joes=1,151,Power of seven purple | Organic Coconut Cream | Chai | Organic Coconut Smoothie | Turmeric Twist cold pressed juice,punctuation_spacing_variant=83; repeated_prefix_collapsed=3,heuristic=86,,
France,FRANCE,snacks,pringles,2,pringles; pringles original,pringles=150; pringles original=1,151,Pringles screaming dill pickles | Pringles Hot Ones | Pringles BBQ | PRINGLES sabor original | Pringles Original,existing_confirmed_alias=1,brand_alias_mapping=1,,
United States,US_CANADA,snacks,russell stover,2,russell stover; russell stover candies inc,russell stover=145; russell stover candies inc=5,150,"Marshmallow Santa Covered In Milk Chocolate | Assorted Fine Chocolates | Red Velet In Dark Dark Chocolate | Candy Bar In Milk Chocolate | Russell stover, big bite candy bar, pumpkin pie",existing_confirmed_alias=5,brand_alias_mapping=5,,
United States,US_CANADA,snacks,h-e-b,6,h-e-b; heb; h-e-b organics; h-e-b bakery; h-e-b kettle cooked; h.e.b,h-e-b=125; heb=10; h-e-b organics=9; h-e-b bakery=3; h-e-b kettle cooked=1; h.e.b=1,149,RIDGED Potato Chips Sour Cream & Onion | Itz-a cracker | Nacho Cheese Flavored Tortilla Chips | Yellow Corn Round Tortilla chips | Cacao 85% dark chocolate bar,existing_confirmed_alias=36; punctuation_spacing_variant=31,brand_alias_mapping=36; heuristic=31,,
United States,US_CANADA,beverages,meijer,2,meijer; meijer inc,meijer=138; meijer inc=11,149,100% juice grape from concentrate (no surgar added) | distilled water | Springwater | Apple juice | Sweet Brewed Tea,existing_confirmed_alias=69,brand_alias_mapping=69,,
