off_brands_raw,off_brand_tokens,legacy_primary_brand,brand_entity_raw,brand_entity_source,primary_country,observed_market_region_codes,query_category,product_count,example_product_names
Tropico,tropico,tropico,Tropico,existing_company_brand_mapping_token_match,France,FRANCE,beverages,37,Tropical | Orange Gourmande | Orange Gourmande | Tropico orange gourmande 1.5L | Tropico
Schweppes,schweppes,schweppes,Schweppes,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,beverages,37,Indian Tonic Schweppes | PET 1.5L SCHWEPPES ZERO LEMON | Schweppes lemon | Schweppes Agrumes | Schweppes Agrum'
Entenmann's,entenmanns,entenmanns,entenmann's,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,37,Minis Sprinkled iced brownie | CHOCOLATE CHIP CRUMB LOAF CAKE | Cookies soft baked original recipe chocolate chip oz | Sprinkled Cookies | Apple Puffs
Eco+,eco,eco,eco+,existing_company_brand_mapping_token_match,France,FRANCE,beverages,36,eau de source | Chicória Café Solúvel | Limonade | SODA GOUT ORANGE | Jus d'orange à base de jus d'orange concentré
siggi's,siggis,siggis,siggi's,existing_company_brand_mapping_token_match,United States,US_CANADA,dairies,36,Skyr | Whole Milk Vanilla Yogurt | 4% Whole Milk Lemon Skyr | STRAWBERRY BANANA | plant-based coconut blend
"U, U Saveurs, U de nos Régions",u|u saveurs|u de nos regions,u,u saveurs,existing_company_brand_mapping_token_match,France,FRANCE,dairies,36,"1/2 Reblochon Savoie fruitier AOP lait cru 28%MG, 250g | Cancoillotte IGP à l'ail au lait pasteurisé 11% de MG - 250g | Bleu d'Auvergne AOP au lait thermisé 29%MG - 125g | Tomme de Savoie IGP au lait cru entier 30%mg 300g | Bleu des Causses AOP lait pasteurisée 30% - 125g"
"Snyder's Of Hanover, Snyder's-Lance Inc.",snyders of hanover|snyders lance inc,snyders of hanover,snyder's of hanover,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,36,"Snyder's of hanover, potato chips, kosher dill, kosher dill | Sourdough Hard Pretzels | Snyder's of hanover, pretzels, thin, thin | Snyder's of hanover, pretzel pieces, hot buffalo wing, hot buffalo wing | Snyder's of hanover, pretzel pieces, honey mustard & onion, honey mustard & onion"
"Hansen's, Monster Energy Company",hansens|monster energy company,hansens,Monster Energy,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,36,"Hansen's, ginger ale cane soda, ginger | Hansen's, natural sparkling water, lime | Hansen's, pure sparkling water | Hansen's natural, apple juice | Hansen's, 100% juice, grape"
Carrefour BIO,carrefour bio,carrefour bio,Carrefour Bio,curated_carrefour_private_label_mapping,France,FRANCE,dairies,35,Crème Dessert Vanille | Emmental français | Emmental Français | Emmental français bio | Emmental Français au lait cru
Danette,danette,danette,Danette,existing_company_brand_mapping_token_match,France,FRANCE,dairies,35,"Danette chocolat noisette végétal | Danette mousse vanille 60 g x 4 | Danette noir extra | Petite danette vanille, 6x70g | Danette Caramel"
Alpro,alpro,alpro,Alpro,existing_company_brand_mapping_token_match,France,FRANCE,beverages,35,Alpro coco | Alpro Bio Almond | Boisson aux amandes sans sucre | Noisette | Lait d'amande grillé non sucré
"Danone, Taillefine",danone|taillefine,danone,taillefine,existing_company_brand_mapping_token_match,France,FRANCE,dairies,34,Taillefine nature | Yaourt 0% taillefine | Hipro | Yaourt fruits | Taillefine Le Brassé (0 % MG) 8 Pots
"Savencia, Tartare",savencia|tartare,savencia,tartare,existing_company_brand_mapping_token_match,France,FRANCE,dairies,33,"L'Original Tartare, Ail & Fines Herbes (12 Portions) - (32,2 % MG) | L’original tartare | Tartare Ail et Fines Herbes | Tartare Ail & Fines herbes | Tartare"
Siggi's,siggis,siggis,siggi's,existing_company_brand_mapping_token_match,France,FRANCE,dairies,33,Skyr | skyr framboise | Skyr à l'islandaise | Skyr myrtille | Skyr vanille
Monster Energy,monster energy,monster energy,Monster Energy,existing_company_brand_mapping_token_match,France,FRANCE,beverages,33,Monster energy gronk | Monster Energy ultra Zero Sucre | Réhabilitation Thé + citron | Monster Energy Rio Punch | Lando Norris Zero Sugar
Milka,milka,milka,Milka,existing_company_brand_mapping_token_match,France,FRANCE|DACH,snacks,33,Kinder | Milkinis | Löffel Ei Milchcrème | Milka max Choco & Cookie | Milka Nikolaus White
"Carrefour BIO, Carrefour",carrefour bio|carrefour,carrefour bio,Carrefour Bio,curated_carrefour_private_label_mapping,France,FRANCE|SOUTHERN_EUROPE,snacks,33,Biscuits Petit déjeuner Céréales Pépites de Chocolat et Noisettes | Lunettes à la fraise | Crackers Quesos tomate | Chocolate 52% especial postres | Crackers aceitunas bio
Sprite,sprite,sprite,Sprite,existing_company_brand_mapping_token_match,France,FRANCE,beverages,32,Zero soda | ZERO SUGAR LEMON-LIME SODA | SPRITE CHERRY | Sprite | Sprite
"Lidl, Milbona",lidl|milbona,lidl,milbona,existing_company_brand_mapping_token_match,France,FRANCE,dairies,31,Fromage à tartiner ail et fines herbes | Créfé Ail & Fines Herbes | TIRAMISÙ | Mousse à la liégeoise chocolat | Mousse Liégeoise
Milka,milka,milka,Milka,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,snacks,31,Mini cookies | Winter Edition Gingerbread | Galleta Milka Choco Moo 200GR | s kp biskuit | Oreo extra gourmand
Belvita,belvita,belvita,Belvita,existing_company_brand_mapping_token_match,France,FRANCE,snacks,31,Belvita moelleux | Petit déjeuner | Soft break | Breveta moelleux | Belvita moelleux foure a la framboise
M&S,m and s,m and s,m&s,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,dairies,30,0% fat greek style yogurt | Bircher style summer muesli Greek style yogurt | Semi skimmed milk | West Country Luxury Yogurt - Apple Crumble | Kefir
M&S,m and s,m and s,m&s,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,beverages,30,Garganea pinot grigio | Iced Tea Peach | palacios del marques | Pear Cider | Seedless Mixed Grapes
"Clif, Clif Bar And Company",clif|clif bar and company,clif,Clif,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,29,"Mountain mix almonds, peanuts, raisins, chocolate chips & pumpkin seeds sweet and salty trail mix bars, mountain mix | Peanut butter fruit + nut bars, peanut butter | Cashew fruit + nut bars, cashew | Dark chocolate almond coconut fruit + nut bars, dark chocolate almond coconut | Shot blok blkchry cffn g"
Gerlinéa,gerlinea,gerlinea,gerlinéa,existing_company_brand_mapping_token_match,France,FRANCE,snacks,29,Biscuit chocolat céréales | Crousti barres de céréales | Barre saveur Caramel Chocolat | Bouchées saveur chocolat menthe | Biscuit Chocolat cacao
"Carrefour BIO, Carrefour",carrefour bio|carrefour,carrefour bio,Carrefour Bio,curated_carrefour_private_label_mapping,France,FRANCE|SOUTHERN_EUROPE,beverages,28,SOJA à la VANILLE | Thé noir Darjeeling | Grenade Bio | Jus Orange Ananas Mangue Passion | 100 % Pure Eau de Coco Bio
"Ferrero, Kinder, Kinder Surprise",ferrero|kinder|kinder surprise,ferrero,kinder,existing_company_brand_mapping_token_match,France,FRANCE,snacks,28,Kinder surprise | Kinder Surprise Infinimix | Surprise | Kinder Surprise | Kinder Surprise Mixte 18-19
"Ferrero, TIC TAC",ferrero|tic tac,ferrero,tic tac,existing_company_brand_mapping_token_match,France,FRANCE,snacks,28,Bonbons tic tac goût menthe 2x49g | Bonbons tic tac goût menthe extra fraiche 2x49g | Bonbons tic tac goût menthe 2x54g | Bonbons tic tac goût menthe extra fraiche 2x54g | Bonbons tic tac goût menthe extra fraiche x4 packs
"Savencia,Tartare",savencia|tartare,savencia,tartare,existing_company_brand_mapping_token_match,France,FRANCE,dairies,28,Tartare - familial | Tartare | Tartare Ail & Fines herbes Léger | L'original Tartare | L'original Ail & Fines herbes
Cheez-It,cheez it,cheez it,cheez-it,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,28,Cheez-It Grooves Zesty Cheddar Ranch | Cheez-It Grooves Bold Cheddar | Snack Mix Classic | Cheez-It Duoz Baked Snack Crackers | Buffalo Wing Naturally Flavored
Silk,silk,silk,Silk,existing_company_brand_mapping_token_match,United States,US_CANADA,dairies,28,unsweet Almondmilk | Dairy-Free Fruity & Creamy Blended | Peach Mango Yogurt | Strawberry Dairy-Free Yogurt Alternative | Blueberry Silk Dairy-Free Smooth & Creamy
Kellogg's,kelloggs,kelloggs,kellogg's,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE,cereals,27,CORN FLAKES 1kg | Bran Flakes | All Bran Original | Frosties | Special K The Original
"Savencia, St Moret",savencia|st moret,savencia,st môret,existing_company_brand_mapping_token_match,France,FRANCE,dairies,27,St moret | Saint moret | 8 minis St Moret | St Môret Léger 8% MG | St moret
Oreo,oreo,oreo,Oreo,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,snacks,27,Chocolate Sandwich Cookies | Oreo Cookies & Cream Candy Canes | Kraft handi-snacks oreo two compartment snacks sticks and cream 1x6.000 oz | Nabisco oreo cookies convenience pack 1x5.5 oz | Nabisco oreo sandwich cookies chocolate chocolate creme1x15.25 oz
Caprisun,caprisun,caprisun,Capri Sun,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,27,"Mountain Cooler | Strawberry juice drink pouches | Tropical punch juice pouch pouches | Grape flavored juice drink blend, grape | Capri sun, fruit juice, surfer cooler mixed fruit"
Malt O Meal,malt o meal,malt o meal,malt-o-meal,existing_company_brand_mapping_token_match,United States,US_CANADA,cereals,27,"Quick Cooking Hot Wheat Cereal | Maple & brown sugar quick cooking hot wheat cereal, maple & brown sugar | Cereal | Malt o meal coco roos cereal | MarshmAllow mateys"
"U, U Bio",u|u bio,u,u bio,existing_company_brand_mapping_token_match,France,FRANCE,cereals,27,Muesli floconneux 25% de fruits et noix | Poudre cacaotée 32% de cacao étui de 500g | Flocons d'avoine bio | Boules Enrobées au Miel | Boules enrobées saveur chocolat
Lay's,lays,lays,Lay’s,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,snacks,27,Chips paysannes nature | Chips à l'ancienne nature | Lay's Naturel XL size | Paprika Flavour | Super Chips Heinz Tomato Ketchup
"Crème Dessert, MONT BLANC",creme dessert|mont blanc,creme dessert,mont blanc,existing_company_brand_mapping_token_match,France,FRANCE,dairies,27,"MONT BLANC Crème dessert Boîte Chocolat 4,3kg | MONT BLANC Crème dessert Boîte Saveur Vanille 4,3kg | Crème dessert au café | MONT BLANC Crème dessert Boîte Praliné 3x570g Lot Familial | MONT BLANC Crème dessert Boîte Caramel 3x570g Lot Familial"
Fanta,fanta,fanta,Fanta,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,beverages,27,Fanta | Fanta | FANT fruitwist 40 | Fanta orange | Fanta Orange
"Monoprix, Monoprix Bio",monoprix|monoprix bio,monoprix,monoprix bio,existing_company_brand_mapping_token_match,France,FRANCE,dairies,26,Raclette Nature | Yaourt Bio nature au lait entier bio | Fromage blanc nature | Yaourt à la grecque | Crème dessert au chocolat
Walkers,walkers,walkers,Walkers,existing_company_brand_mapping_token_match,France,FRANCE,snacks,26,Shortb highlanders cello | Walkers Pure Butter Stem Ginger Shortbread (6.2 Oz) | Almond shortbread | FRUIT & LEMON BISCUITS 150G - WALKERS - 150g | STEM GINGER BISCUITS 150G - WALKERS - 150g
Eco+,eco,eco,eco+,existing_company_brand_mapping_token_match,France,FRANCE,snacks,26,Brioche tranchée | Chocolat au lait et noisettes brisées 4x100 gr | Chocolat blanc | Biscuits tablettes chocolat au lait | Biscuits Salés
"Perle de Lait, Yoplait",perle de lait|yoplait,perle de lait,yoplait,existing_company_brand_mapping_token_match,France,FRANCE,dairies,26,Perle de Lait (Fraise) 4 Pots | Perle de Lait (Caramel) 4 Pots | Perle de Lait (Nature) 4 Pots | Perle de Lait (Coco en fins éclats) 8 Pots - Offre Économique | Perle de Lait Nature (8 pots) - Offre Découverte
Reflets De France,reflets de france,reflets de france,Reflets de France,curated_carrefour_private_label_mapping,France,FRANCE,dairies,25,Raclette au lait cru | Raclette au lait cru | Brie de meaux | Reblochon de savoie au lait cru | Reblochon de Savoie au lait cru
Cadbury,cadbury,cadbury,Cadbury,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE|US_CANADA,snacks,25,twirl | CADBURY FLAKE 32G | Cadbury buttons chocolate pieces white chocolate | Dairy Milk buttons | Twirl Chocolate Bar
Toblerone,toblerone,toblerone,Toblerone,existing_company_brand_mapping_token_match,France,FRANCE,snacks,25,Chocolate Dark | Milk Chocolate Nougat | Milk chocolate with | Toblerone | Toblerone
Capri-Sun,capri sun,capri sun,Capri Sun,existing_company_brand_mapping_token_match,France,FRANCE,beverages,25,Boisson aux Fruits Multivitaminés - CAPRI-SUN - 10x20cl | CAPRI-SUN | Capri-Sun Safari Fruits | Pomme | Capri-Sun
Monster Energy,monster energy,monster energy,Monster Energy,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,beverages,25,Viking Berry | Ultra Strawberry Dreams | Carbonated energy drink | Monster Energy Ultra Fiesta Mango | Monster energy ultra blu
Fanta,fanta,fanta,Fanta,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,25,"Fanta Strawberry | Pineapple | Fanta, Soda, Strawberry, Strawberry | Orange fruit flavored soda | Caffeine Free Soda, Apple"
"Monoprix, Monoprix Gourmet",monoprix|monoprix gourmet,monoprix,monoprix gourmet,existing_company_brand_mapping_token_match,France,FRANCE,beverages,25,Café Costa Rica Pur Arabica | Éthiopie pur arabica intense et parfumé | Orange du brésil | Pamplemousse Rose & Orange Pur Jus Floride | Raisin rouge pur jus
"Panier recette classique, Yoplait",panier recette classique|yoplait,panier recette classique,yoplait,existing_company_brand_mapping_token_match,France,FRANCE,dairies,24,"Yaourt sucré, aux fruits, aromatisé | Panier de Yoplait Fraise - Framboise | Panier de Yoplait Plus de fruits | PANIER DE YOPLAIT | Panier de Yoplait j'aime la rhubarbe"
Nescafe,nescafe,nescafe,Nescafé,existing_company_brand_mapping_token_match,France,FRANCE,beverages,24,Nescafe encore | Nescafe 3 en 1 | NESCAFE CLASSIC 100G TIN EXP 10 / 18 (GR) | Nescafé sélection corsé et intense | Nescafe 3 In 1 Mild Cafea Instant Plic
Belvita,belvita,belvita,Belvita,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,24,"Chocolate mini breakfast biscuit bites | Soft baked oats chocolate breakfast biscuits count box | Belvita Biscuit 1X | Blueberry breakfast biscuits, blueberry | Peanut butter breakfast biscuits"
Pop-Tarts,pop tarts,pop tarts,pop-tarts,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,24,"Pop Tarts | Frosted strawberry tasty filled pastry bites, frosted strawberry | Frosted Confetti Cupcake Pop-Tarts | Frosted Chocolate Chip Toaster Pastries | Frosted Blueberry Pop-Tarts"
"Milka, Mondelez",milka|mondelez,milka,Milka,top9_portfolio_token_match,France,FRANCE,snacks,24,Milka - Noisette Entières - Maxi Format | Saint Nicolas Chocolat au Lait | Tablette de chocolat | nussini | L'oeuf coque
Reflets de France,reflets de france,reflets de france,Reflets de France,curated_carrefour_private_label_mapping,France,FRANCE,beverages,24,"Pomme de Bretagne - 100% pur fruit pressé - Jus de Pomme | Poiré de Normandie (2 % vol.) | Pêche jaune du Roussillon | Cidre Cornouaille Reflets de France | ""50CL Cognac Hors D'age Reflets De France 40 °"""
"Perle de lait non blanc, Yoplait",perle de lait non blanc|yoplait,perle de lait non blanc,yoplait,existing_company_brand_mapping_token_match,France,FRANCE,dairies,23,"Spécialité laitière sucrée, aromatisée à la vanille | Spécialité laitière sucrée au citron, aromatisée | Spécialité laitière sucrée, aromatisée | Spécialité laitière sucrée, aromatisée à la vanille | Spécialité laitière sucrée, au citron, aromatisée"
Monster Energy,monster energy,monster energy,Monster Energy,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,23,😡😡😡😡😡AHHHHH | Monster Energy Ultra Red | Ultra Red Energy Drink | Ultra Black Energy Drink | Zero Sugar Peach
"Kettle, Kettle Brand",kettle|kettle brand,kettle,kettle brand,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,23,Potato Chips Sea Salt & Vinegar | Organic Potato Chips Sea Salt | Potato Chips Krinkle Cut Sea Salt | Potato Chips Krinkle Cut Salt & Fresh Ground Pepper | Potato Chips Sea Salt & Vinegar
"Silk, Wwf Operating Company",silk|wwf operating company,silk,Silk,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,23,"Organic vanilla soymilk, vanilla | Soymilk | Shelf Stable Vanilla Soymilk | Shelf Stable Almondmilk Vanilla | Shelf Stable Almondmilk Original"
"Carrefour BIO, Carrefour",carrefour bio|carrefour,carrefour bio,Carrefour Bio,curated_carrefour_private_label_mapping,France,FRANCE,beverages,23,"Infusion 4 plantes Romarin, Mélisse, Reine des prés, Citron | Infusion Menthe douce et thym | Infusion camomille | Café moulu doux | Sirop de citron"
Hershey's,hersheys,hersheys,hershey's,existing_company_brand_mapping_token_match,France,FRANCE,snacks,23,"Cookies n creme candy bar | Hershey's Holiday Candy Cane Bar, 3.5 Oz | cookies'n'creme candy | Chocolate Almond Blossoms | Hershey's kisses milk chocolate"
7UP,7up,7up,7UP,existing_company_brand_mapping_token_match,France,FRANCE,beverages,22,"7up mini | 7UP saveur mojito citron vert & menthe 33 cl | 7UP Cherry 33 cl | 7UP saveur cocktail exotique 33 cl | 7UP Free goût citron citron vert cerise 1,5 L"
