matched_top9_company_group,matched_top9_brand,matched_brand_key,candidate_orphan_brand,candidate_orphan_brand_key,current_company_owner,proposed_company_owner_candidates,query_category,primary_country,observed_market_region_codes,match_rule,product_count,example_product_names,example_off_brands_raw,example_barcodes,example_image_urls,suggested_action,review_decision,review_note,final_company_owner,apply_to_mapping,apply_to_mapping_bool,review_decision_clean,target_company_owner,target_normalized_brand,target_primary_brand_db,target_brand_key,target_company_key,product_count_num,applied_by_script
PepsiCo,Lay's,lay s,Lay’s,lays,Other / not mapped to a company,PepsiCo,snacks,France,FRANCE|DACH,brand_prefix_concatenated_review,10,Chips paysannes | Chips paysannes nature format familial | Lay's saveur poulet rôti maxi format | Chips recette paysanne nature | Chips saveur poulet rôti,Lay's,3168930009030 | 3168930009054 | 3168930009641 | 3168930168133 | 3168930175261,https://images.openfoodfacts.org/images/products/316/893/000/9030/front_en.100.400.jpg | https://images.openfoodfacts.org/images/products/316/893/000/9054/front_en.62.400.jpg | https://images.openfoodfacts.org/images/products/316/893/000/9641/front_fr.10.400.jpg,review_prefix_candidate,approve proposed,Lay's spelling/combined-brand variant.,PepsiCo,True,True,approve proposed,PepsiCo,Lay’s,Lay’s,lays,pepsico,10,True
Coca-Cola,Coca-Cola,coca cola,coca cola company,coca cola company,Other / not mapped to a company,The Coca-Cola Company,beverages,France,FRANCE,brand_prefix_with_separator,9,Thé glacé bio pêche romarin | Sparletta South African Stoney Ginger Beer | Fine bulles - Pomme-citron & gentiane | Coca-Cola zéro sucres | hawai ananas 1.3l,"Coca-Cola Company, Honest | Coca-Cola Company | Coca Cola Company, Finley | coca cola company",54008380 | 5449000106421 | 5449000109538 | 5449000185358 | 5449000259189,https://images.openfoodfacts.org/images/products/000/005/400/8380/front_fr.26.400.jpg | https://images.openfoodfacts.org/images/products/544/900/010/6421/front_fr.7.400.jpg | https://images.openfoodfacts.org/images/products/544/900/010/9538/front_fr.15.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,coca cola company,coca cola company,the coca cola company,9,True
Nestlé,Milo,milo,milos,milos,Other / not mapped to a company,Nestlé,beverages,United States,US_CANADA,brand_prefix_concatenated_review,9,Famous Sweet Tea | Zero Sugar Sweet Tea | Decaf Sweet Tea | Lemonade | Extra Sweet Tea,MILO'S | Milo's | Milo’s,91475041896 | 91475630045 | 91475630069 | 91475750002 | 91475850009,https://images.openfoodfacts.org/images/products/009/147/504/1896/front_en.43.400.jpg | https://images.openfoodfacts.org/images/products/009/147/563/0045/front_en.9.400.jpg | https://images.openfoodfacts.org/images/products/009/147/563/0069/front_en.16.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False prefix: Milos is not Milo.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Milo,milos,milos,other not mapped to a company,9,False
Hershey,Reese's,reese s,Reese's,reeses,Other / not mapped to a company,The Hershey Company,cereals,United States,US_CANADA,brand_prefix_concatenated_review,9,Reeses puffs bunnies cereal | Reese’s puffs | Reese puffs cereal | Sweet & crunchy corn puffs | Peanut Butter Sweet & Crunchy Corn Puffs,"Reese's, General Mills | Reese's | REESE'S",16000127388 | 16000163980 | 16000171756 | 16000288874 | 16000452886,https://images.openfoodfacts.org/images/products/001/600/012/7388/front_en.4.400.jpg | https://images.openfoodfacts.org/images/products/001/600/016/3980/front_en.10.400.jpg | https://images.openfoodfacts.org/images/products/001/600/017/1756/front_en.3.400.jpg,review_prefix_candidate,approve proposed,Reese's spelling/combined-brand variant.,The Hershey Company,True,True,approve proposed,The Hershey Company,Reese's,Reese's,reeses,the hershey company,9,True
Hershey,Reese's,reese s,Reese's,reeses,Other / not mapped to a company,The Hershey Company,snacks,United Kingdom,UK_IE,brand_prefix_concatenated_review,9,Dipped Pretzels | Reese’s Pieces Egg | Peanut Butter Bar | Peanut Butter Trees Milk Chocolate & Peanut Butter | Peanut Butter Cups,"Reese’s | Reese's | Reeses | Reese's,Hershey's,OhHenry!",34000217595 | 34000431540 | 34000443659 | 34000473700 | 34000939572,https://images.openfoodfacts.org/images/products/003/400/021/7595/front_en.5.400.jpg | https://images.openfoodfacts.org/images/products/003/400/043/1540/front_en.3.400.jpg | https://images.openfoodfacts.org/images/products/003/400/044/3659/front_en.24.400.jpg,review_prefix_candidate,approve proposed,Reese's spelling/combined-brand variant.,The Hershey Company,True,True,approve proposed,The Hershey Company,Reese's,Reese's,reeses,the hershey company,9,True
Mondelez,Chips Ahoy!,chips ahoy,Chips Ahoy!,chips ahoy,Other / not mapped to a company,Mondelez International,snacks,France,FRANCE|SOUTHERN_EUROPE,exact_brand_match,8,Extra tiernas galletas con pepitas de chocolate | Cookies | Extra chocolate | Original | Mini,"Chips Ahoy! | chips ahoy | Chips Ahoy | Chips Ahoy!,Mondelez",7622210402028 | 7622210497536 | 7622210604873 | 8410000002904 | 8410000802771,https://images.openfoodfacts.org/images/products/762/221/040/2028/front_fr.16.400.jpg | https://images.openfoodfacts.org/images/products/762/221/049/7536/front_fr.4.400.jpg | https://images.openfoodfacts.org/images/products/762/221/060/4873/front_fr.15.400.jpg,review_prefix_candidate,approve proposed,Chips Ahoy! variant/company string.,Mondelēz International,True,True,approve proposed,Mondelēz International,Chips Ahoy!,Chips Ahoy!,chips ahoy,mondelez international,8,True
Nestlé,La Vie,la vie,la vie de chateau,la vie de chateau,Other / not mapped to a company,Nestlé,dairies,France,FRANCE,brand_prefix_with_separator,8,Emmental Français | Emmental Bio | Comté 32 % | Bleu Doux 26 % | Cantal AOP Jeune,"La vie de château | La Vie de Château | La Vie De Chateau | La vie de chateau | La Vie de Château, Myrtis",2000000037076 | 3492842517001 | 3492843339008 | 3492843340004 | 3492843556009,https://images.openfoodfacts.org/images/products/200/000/003/7076/front_fr.8.400.jpg | https://images.openfoodfacts.org/images/products/349/284/251/7001/front_fr.4.400.jpg | https://images.openfoodfacts.org/images/products/349/284/333/9008/front_fr.17.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False prefix: La Vie de Château is not Nestlé La Vie.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,La Vie,la vie de chateau,la vie de chateau,other not mapped to a company,8,False
Nestlé,Orgain,orgain,orgain inc,orgain inc,Other / not mapped to a company,Nestlé,beverages,United States,US_CANADA,brand_prefix_with_separator,8,"Organic nutrition shake chocolate kids | Orgain Kids Protein | Strawberries & Cream All-In-One Nutritional Shake | Orgain, organic hydration powder | Orgain, Organic Hydration Powder, Orange",Orgain Inc.,851770003001 | 851770003018 | 851770003063 | 851770003452 | 851770003490,https://images.openfoodfacts.org/images/products/085/177/000/3001/front_en.10.400.jpg | https://images.openfoodfacts.org/images/products/085/177/000/3018/front_en.5.400.jpg | https://images.openfoodfacts.org/images/products/085/177/000/3063/front_en.5.400.jpg,review_prefix_candidate,approve proposed,Orgain variant/company string.,Nestlé,True,True,approve proposed,Nestlé,Orgain,orgain inc,orgain inc,nestle,8,True
Nestlé,Bakers,bakers,bakers treat,bakers treat,Other / not mapped to a company,Nestlé,snacks,United States,US_CANADA,brand_prefix_with_separator,7,Peanut Butter Wafers | Confetti Cake Mini Muffins | mini muffins chocolate chip | Mini Muffins Chocolate Chip | Mini muffins maple 5 packs of 20 muffins,Baker's Treat | Baker’s treat,4099100027075 | 4099100052527 | 4099100239164 | 4099100306309 | 4099100347692,https://images.openfoodfacts.org/images/products/409/910/002/7075/front_en.19.400.jpg | https://images.openfoodfacts.org/images/products/409/910/005/2527/front_en.13.400.jpg | https://images.openfoodfacts.org/images/products/409/910/023/9164/front_en.12.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False/generic/private-label prefix: Baker(s)* here is not Nestlé Bakers.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Bakers,bakers treat,bakers treat,other not mapped to a company,7,False
Nestlé,Beyond,beyond,beyond good,beyond good,Other / not mapped to a company,Nestlé,snacks,United States,US_CANADA,brand_prefix_with_separator,7,Salted Caramel | Pure Dark 92% Cocoa Madagascar Chocolate Melts | Hazelnut | PURE DARK 60% COCOA UGANDA CHOCOLATE MELTS | Dark chocolate with sea salt and nibs,Beyond Good | BEYOND GOOD | Beyond good,898575001153 | 898575003010 | 898575003058 | 898575003195 | 898575003768,https://images.openfoodfacts.org/images/products/089/857/500/1153/front_en.4.400.jpg | https://images.openfoodfacts.org/images/products/089/857/500/3010/front_en.3.400.jpg | https://images.openfoodfacts.org/images/products/089/857/500/3058/front_en.19.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False prefix: Beyond* here is not a Nestlé brand in this context.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Beyond,beyond good,beyond good,other not mapped to a company,7,False
Nestlé,Fitness,fitness,Fitness,fitness,Other / not mapped to a company,Cereal Partners Worldwide,snacks,France,FRANCE|SOUTHERN_EUROPE,exact_brand_match,7,Nestlé Fitness Cereal Bar Strawberry | fitness | Chocolate fitness | Nestlé Fitness 8X23.5G Suklaa Viljavälipalapatukka | Fitness,"Fitness | fitness | Nestlé, Fitness | Nestlé | Nestle",3387390320350 | 3387390320374 | 5900020012654 | 5900020019684 | 5900020025210,https://images.openfoodfacts.org/images/products/338/739/032/0350/front_fr.12.400.jpg | https://images.openfoodfacts.org/images/products/338/739/032/0374/front_en.6.400.jpg | https://images.openfoodfacts.org/images/products/590/002/001/2654/front_it.18.400.jpg,review_prefix_candidate,map to Cereal Partners Worldwide,Fitness cereal/snack-cereal line in Europe; route to CPW for launch.,Cereal Partners Worldwide,True,True,map to Cereal Partners Worldwide,Cereal Partners Worldwide,Fitness,Fitness,fitness,cereal partners worldwide,7,True
Nestlé,Mövenpick,movenpick,Mövenpick,movenpick,Other / not mapped to a company,Froneri,dairies,France,FRANCE|DACH,exact_brand_match,7,Feinjoghurt - Kirsche | Rahmjoghurt diverse Sorten | Iced Coffee - Cappuccino | Pudding - Bourbon-Vanille mit Schokostückchen | Mango-Vanille,"Mövenpick, Privatmolkerei Bauer | Mövenpick,Privatmolkerei Bauer | Bauer, Mövenpick | Mövenpick",4002334107635 | 4002334107642 | 4002334110321 | 4002334111601 | 4002334117498,https://images.openfoodfacts.org/images/products/400/233/410/7635/front_de.95.400.jpg | https://images.openfoodfacts.org/images/products/400/233/410/7642/front_de.24.400.jpg | https://images.openfoodfacts.org/images/products/400/233/411/0321/front_de.36.400.jpg,review_prefix_candidate,approve proposed,Mövenpick ice cream/frozen brand proposal.,Froneri,True,True,approve proposed,Froneri,Mövenpick,Mövenpick,movenpick,froneri,7,True
PepsiCo,Walkers,walkers,walkers shortbread ltd,walkers shortbread ltd,Other / not mapped to a company,PepsiCo,snacks,United States,US_CANADA,brand_prefix_with_separator,7,"Walkers, Pure Butter Shortbread Rounds | Walkers pure butter shortbread rounds traditional | Walkers, Thick & Crunchy Oatcakes | Walkers, Pure Butter Shortbread Assortment | Walkers, Festive Shapes Pure Butter Shortbread",Walkers Shortbread Ltd.,39047001077 | 39047001480 | 39047002067 | 39047013902 | 39047015432,https://images.openfoodfacts.org/images/products/003/904/700/1480/front_en.5.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False prefix: Walkers Shortbread is not PepsiCo Walkers crisps.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Walkers,walkers shortbread ltd,walkers shortbread ltd,other not mapped to a company,7,False
Mondelez,Cadbury,cadbury,cadburys,cadburys,Other / not mapped to a company,Mondelez International,snacks,United Kingdom,UK_IE,brand_prefix_concatenated_review,6,Fudge | Mini snow balls chocolate imp | Delights salted caramel bar | crunchie 7 BARS | Freddo,Cadbury’s | cadburys | Cadburys | Cadbury's,57030616 | 7622201674069 | 7622201700416 | 7622202229190 | 7622202260834,https://images.openfoodfacts.org/images/products/000/005/703/0616/front_en.16.400.jpg | https://images.openfoodfacts.org/images/products/762/220/167/4069/front_en.3.400.jpg | https://images.openfoodfacts.org/images/products/762/220/170/0416/front_en.3.400.jpg,review_prefix_candidate,map to Mondelēz International,Cadbury is market-scoped; non-US rows route to Mondelēz for launch.,Mondelēz International,True,True,map to Mondelēz International,Mondelēz International,Cadbury,cadburys,cadburys,mondelez international,6,True
Nestlé,Chef,chef,chef robert irvines,chef robert irvines,Other / not mapped to a company,Nestlé,snacks,United States,US_CANADA,brand_prefix_with_separator,6,"FIT CRUNCH Chocolate Chip Cookie Dough High Protein Baked Bar | Peanut Butter Blast Loaded Cookie | fit crunch, whey protein baked bar, cookies and cream | Protein Bar, Fit Crunch | Fit Crunch, Whey Protein Baked Bar, Peanut Butter",Chef Robert Irvine's,817719020386 | 817719022045 | 839138002538 | 839138002552 | 839138002620,https://images.openfoodfacts.org/images/products/081/771/902/0386/front_en.44.400.jpg | https://images.openfoodfacts.org/images/products/081/771/902/2045/front_en.6.400.jpg | https://images.openfoodfacts.org/images/products/083/913/800/2620/front_en.7.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False/generic prefix: Chef* here is not Nestlé Chef.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Chef,chef robert irvines,chef robert irvines,other not mapped to a company,6,False
Nestlé,Essentia,essentia,essential waitrose,essential waitrose,Other / not mapped to a company,Nestlé,cereals,United Kingdom,UK_IE,brand_prefix_concatenated_review,6,Fruit and Nut Muesli | Porridge oats with wheatbran | High Fibre Bran Sticks | Multi Grain Hoops | high fibre bran sticks,"Essential Waitrose | Essential waitrose,Waitrose | Essential waitrose | Essential Waitrose,Waitrose",5000169043240 | 5000169049099 | 5000169569740 | 5000169579336 | 5000169632710,https://images.openfoodfacts.org/images/products/500/016/904/3240/front_en.5.400.jpg | https://images.openfoodfacts.org/images/products/500/016/904/9099/front_fr.4.400.jpg | https://images.openfoodfacts.org/images/products/500/016/956/9740/front_en.23.400.jpg,review_prefix_candidate,reject prefix match / map to Waitrose,"False prefix: Essential Waitrose is Waitrose private-label, not Nestlé Essentia.",Waitrose,True,False,reject prefix match / map to Waitrose,Waitrose,Essentia,essential waitrose,essential waitrose,waitrose,6,False
Nestlé,Essentia,essentia,essential waitrose and partners,essential waitrose and partners,Other / not mapped to a company,Nestlé,dairies,United Kingdom,UK_IE,brand_prefix_concatenated_review,6,Essential Waitrose Semi-skimmed Milk 1.7% Fat 4 Pints | GREEK FETA | Cheesy Slices | 30% Reduced Fat Italian Mozzarella | Sliced Mozzarella,Essential waitrose & partners | ESSENTIAL WAITROSE & PARTNERS | Essential Waitrose & Partners,5000169015322 | 5000169157428 | 5000169225356 | 5000169567722 | 5000169577868,https://images.openfoodfacts.org/images/products/500/016/901/5322/front_en.18.400.jpg | https://images.openfoodfacts.org/images/products/500/016/915/7428/front_en.17.400.jpg | https://images.openfoodfacts.org/images/products/500/016/922/5356/front_en.3.400.jpg,review_prefix_candidate,reject prefix match / map to Waitrose,"False prefix: Essential Waitrose is Waitrose private-label, not Nestlé Essentia.",Waitrose,True,False,reject prefix match / map to Waitrose,Waitrose,Essentia,essential waitrose and partners,essential waitrose and partners,waitrose,6,False
Nestlé,Hépar,hepar,Hépar,hepar,Other / not mapped to a company,Nestlé,beverages,Belgium,BENELUX|FRANCE,exact_brand_match,6,Hépar | Eau minérale naturelle (6 x 1 L) Hépar | Hépar /Eau minéral naturel /mini dose | hepar | HEPAR,"Hépar | Nestlé,Hépar,Nestlé Waters | Hepar | hepar,Nestlé",3048431004041 | 3048431064045 | 3179732370761 | 7613035974685 | 7613035974692,https://images.openfoodfacts.org/images/products/304/843/100/4041/front_fr.4.400.jpg | https://images.openfoodfacts.org/images/products/304/843/106/4045/front_fr.8.400.jpg | https://images.openfoodfacts.org/images/products/317/973/237/0761/front_fr.8.400.jpg,review_prefix_candidate,approve proposed,Hépar variant/company string.,Nestlé,True,True,approve proposed,Nestlé,Hépar,Hépar,hepar,nestle,6,True
