raw_brand,cleaned_brand_key,approved_normalized_brand,alias_review_decision,mapping_source,review_reason,product_count,country_or_market,observed_market_region_codes,category,example_product_names
produits blancs cmi carrefour marchandises internationales groupe carrefour carrefour,produits blancs cmi carrefour marchandises internationales groupe carrefour,produits blancs cmi carrefour marchandises internationales groupe carrefour carrefour,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE,dairies,Fromage à tartiner Ail et Fines Herbes
promocash saxo carrefour,promocash saxo carrefour,promocash saxo carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,Nectar abricot
psychik carrefour,psychik carrefour,psychik carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE,beverages,Taurine drink Psychik
reflets de france cmi carrefour marchandises internationales groupe carrefour,reflets de france cmi carrefour marchandises internationales groupe carrefour,reflets de france cmi carrefour marchandises internationales groupe carrefour,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE,dairies,Emmental Savoie IGP
reserve de padulone carrefour,reserve de padulone carrefour,reserve de padulone carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,Ile de Beauté Rosé
selectionne par notre equipe carrefour,selectionne par notre equipe carrefour,selectionne par notre equipe carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,snacks,Chouquette x10
stylesse form + carrefour,stylesse form + carrefour,stylesse form + carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,Belgium,BENELUX|FRANCE,dairies,GOUDA JEUNE Tranches 300+
terre d'italia carrefour,terre d'italia carrefour,terre d'italia carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE,beverages,Ala di Farfalla
terre d'italia carrefour,terre d'italia carrefour,terre d'italia carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE,snacks,Baba di Napoli al Rum
vrac bbg carrefour bio,vrac bbg carrefour bio,vrac bbg carrefour bio,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,cereals,Petits flocons d’avoine bio
carrefour-le-marche,carrefour le marche,Carrefour Le Marché,manual_review_store_format,retailer_banner_or_store_format,Carrefour store-format/banner string; do not mix with private-label lines,16,France,FRANCE,snacks,Brioche Nanterre | galettes pommes | Kouglof | Pains Raisins x2 | kouign amann nature
carrefour market,carrefour market,Carrefour,manual_review_store_format,retailer_banner_or_store_format,Carrefour store-format/banner string; do not mix with private-label lines,11,France,FRANCE,dairies,bleu des causses AOP | Mimolette vieille | Gouda au cumin | Beaufort | Tomme de Savoie
carrefour le marche,carrefour le marche,Carrefour Le Marché,manual_review_store_format,retailer_banner_or_store_format,Carrefour store-format/banner string; do not mix with private-label lines,5,France,FRANCE,snacks,Mini Viennoiseries | Galette frangipane 4 parts | Eclairs assortiments | Viennoiserie au pur beurre A.O.P Charentes-Poitou | Brownies
carrefour market,carrefour market,Carrefour,manual_review_store_format,retailer_banner_or_store_format,Carrefour store-format/banner string; do not mix with private-label lines,5,France,FRANCE,snacks,Pains aux raisins | Millefeuille | Madeleines au chocolat | Nougat Blanc Cacahuètes | American cookie chocolat blanc cranberries
carrefour city,carrefour city,Carrefour,manual_review_store_format,retailer_banner_or_store_format,Carrefour store-format/banner string; do not mix with private-label lines,3,France,FRANCE,snacks,Croissant | Pain chocolat (x 5) | Galette nocciola 6p
carrefour-le-marche,carrefour le marche,Carrefour Le Marché,manual_review_store_format,retailer_banner_or_store_format,Carrefour store-format/banner string; do not mix with private-label lines,3,France,FRANCE,dairies,tomme de Savoie | Comté | entremet noisette 6/8 parts
carrefour carrefour le marche,carrefour le marche,Carrefour Le Marché,manual_review_store_format,retailer_banner_or_store_format,Carrefour store-format/banner string; do not mix with private-label lines,2,France,FRANCE,snacks,Cigarettes pur beurre | Cookie caramel noix pecan
carrefour le marche,carrefour le marche,Carrefour Le Marché,manual_review_store_format,retailer_banner_or_store_format,Carrefour store-format/banner string; do not mix with private-label lines,2,France,FRANCE,dairies,Comte aop 20 mois | Etorki
carrefour market,carrefour market,Carrefour,manual_review_store_format,retailer_banner_or_store_format,Carrefour store-format/banner string; do not mix with private-label lines,2,France,FRANCE,beverages,Monopole TREMOUREDE | Human Cola Regular Pet
carrefour carrefour market,carrefour market,Carrefour,manual_review_store_format,retailer_banner_or_store_format,Carrefour store-format/banner string; do not mix with private-label lines,1,Belgium,BENELUX|FRANCE,snacks,Carrefour Cake Amande
carrefour carrefour market,carrefour market,Carrefour,manual_review_store_format,retailer_banner_or_store_format,Carrefour store-format/banner string; do not mix with private-label lines,1,France,FRANCE,dairies,Gateau de riz
carrefour carrefour-le-marche,carrefour le marche,Carrefour Le Marché,manual_review_store_format,retailer_banner_or_store_format,Carrefour store-format/banner string; do not mix with private-label lines,1,France,FRANCE,snacks,Éclair café
carrefour le marche,carrefour le marche,Carrefour Le Marché,manual_review_store_format,retailer_banner_or_store_format,Carrefour store-format/banner string; do not mix with private-label lines,1,France,FRANCE,cereals,müesli double choco bio
carrefour le marche,carrefour le marche,Carrefour Le Marché,manual_review_store_format,retailer_banner_or_store_format,Carrefour store-format/banner string; do not mix with private-label lines,1,United States,US_CANADA,dairies,Tome aux fleurs
carrefour le marche filiere qualite carrefour,carrefour le marche filiere qualite carrefour,Carrefour Le Marché,manual_review_store_format,retailer_banner_or_store_format,Carrefour store-format/banner string; do not mix with private-label lines,1,France,FRANCE,dairies,morbier AOP FQC
carrefour market,carrefour market,Carrefour,manual_review_store_format,retailer_banner_or_store_format,Carrefour store-format/banner string; do not mix with private-label lines,1,Belgium,BENELUX|FRANCE,beverages,Sirop grenadine
carrefour market,carrefour market,Carrefour,manual_review_store_format,retailer_banner_or_store_format,Carrefour store-format/banner string; do not mix with private-label lines,1,United States,US_CANADA,snacks,Croissant au beurre
carrefour market coop jeune montagne jeune montagne sans marque,carrefour market coop jeune montagne jeune montagne sans marque,Carrefour,manual_review_store_format,retailer_banner_or_store_format,Carrefour store-format/banner string; do not mix with private-label lines,1,France,FRANCE,dairies,Laguiole AOP (30% MG)
carrefour-le-marche gie-bpgr,carrefour le marche gie-bpgr,Carrefour Le Marché,manual_review_store_format,retailer_banner_or_store_format,Carrefour store-format/banner string; do not mix with private-label lines,1,France,FRANCE,snacks,Entremets Macaron Framboise
